RetentionTime	RAW_ID	CCs	Detector	Polarity	MS dimension	Fragment name	Structure information	Lipid species	Molecular lipid species	Lipid class	MS2 Precursor m/z	MS2 Activation	MS3 Precursor m/z	MS3 Activation	Intensity	Target m/z	Measured m/z	Applied m/z correction	Corrected measured m/z	m/z offset	ppmerror	Calibration m/z offset	Is apex	Adduct	Lipid ID	Lipid category	Conflicts	Charge	C index of lipid species	DB index of lipid species	OH index of lipid species	Sum composition of lipid species	Sum formula of lipid species	C index of structure information	DB index of structure information	OH index of structure information	Sum composition of structure information	Sum formula of structure information	MS2 collision energy	MS3 collision energy	Range ID
17.28	File_283.2113275225689_17.28	283.2113275225689	FTMS	+	ms2	-FA 18:2(FA)	FA 18:2	PC 36:5	PC 18:2-18:3	PC	780.553782	cid			27.187332	500.313552	500.31290246793213	-0.0	500.31290246793213	-6.495320678823191E-4	-1.2982516834531392	0.0	|/|	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	18	2	0	18:2	C26H47NO6P	33.00	null	FTMS + p NSI d Full ms2 780.55522@cid33.00 [166.06173591621356-785.5765963598612]
17.28	File_283.2113275225689_17.28	283.2113275225689	FTMS	+	ms2	-FA 18:3(KE)	FA 18:3	PC 36:5	PC 18:2-18:3	PC	780.553782	cid			76.32478	520.339766	520.3421013231707	-0.0	520.3421013231707	0.0023353231706551014	4.488053464666112	0.0	|\|	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	18	3	0	18:3	C26H51NO7P	33.00	null	FTMS + p NSI d Full ms2 780.55522@cid33.00 [166.06173591621356-785.5765963598612]
17.28	File_283.2113275225689_17.28	283.2113275225689	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 36:5	PC 18:2-18:3	PC	780.553782	cid			39037.418	518.324116	184.0681260960337	-0.0	184.0681260960337	-334.25598990396634	-1815936.2894234892	0.0	YES	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	18	2	0	18:2	C26H49NO7P	33.00	null	FTMS + p NSI d Full ms2 780.55522@cid33.00 [166.06173591621356-785.5765963598612]
12.91	File_271.9379107064304_12.91	271.9379107064304	FTMS	+	ms2	-FA 25:2(KE)	FA 25:2	PC 34:2	PC 9:0-25:2	PC	758.569432	cid			89.0	398.230216	398.230762583147	-0.0	398.230762583147	5.465831470132798E-4	1.3725286903197444	0.0	|\|	+H+	11811400000000	Glycerophospholipid		1	34	2		34:2	C42H81NO8P	25	2	0	25:2	C17H37NO7P	33.00	null	FTMS + p NSI d Full ms2 758.54288@cid33.00 [55.949540225682625-1283.892721024639]
11.84	File_258.36452726043933_11.84	258.36452726043933	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 27:3	PC 9:1-18:2	PC	658.444231	cid			453.88733	396.214565	396.21064631587006	-0.0	396.21064631587006	-0.0039186841299283515	-9.890405940289318	0.0	|\|	+H+	11802200000000	Glycerophospholipid		1	27	3		27:3	C35H65NO8P	18	2	0	18:2	C17H35NO7P	33.00	null	FTMS + p NSI d Full ms2 658.45258@cid33.00 [169.0843133489367-659.4867561120539]
14.12	File_291.47583788856275_14.12	291.47583788856275	FTMS	+	ms2	-FA 27:2(KE)	FA 27:2	PC 37:5	PC 10:3-27:2	PC	794.569432	cid			9.0	406.198916	406.20206094873726	-0.0	406.20206094873726	0.0031449487372583462	7.7423259003484945	0.0	REJECT	+H+	11815000000000	Glycerophospholipid		1	37	5		37:5	C45H81NO8P	27	2	0	27:2	C18H33NO7P	33.00	null	FTMS + p NSI d Full ms2 794.59351@cid33.00 [78.13412452792059-1473.228047158078]
15.53	File_271.2278212216179_15.53	271.2278212216179	FTMS	+	ms2	-FA 10:0(FA)	FA 10:0	PC 28:5	PC 10:0-18:5	PC	685.455131	cid			40.0	513.308801	513.3105898278278	-0.0	513.3105898278278	0.001788827827795103	3.484883934296199	0.0	|/|	+NH4+	11803300000000	Glycerophospholipid		1	28	5		28:5	C36H66N2O8P	10	0	0	10:0	C26H46N2O6P	33.00	null	FTMS + p NSI d Full ms2 685.49131@cid33.00 [89.82275054563762-651.4802267151831]
15.53	File_271.2278212216179_15.53	271.2278212216179	FTMS	+	ms2	-FA 12:4(KE)	FA 12:4	PC 28:5	PC 12:4-16:1	PC	685.455131	cid			215.0	511.350666	481.3824619463351	-0.0	481.3824619463351	-29.968204053664863	-62254.45757308404	0.0	YES	+NH4+	11803300000000	Glycerophospholipid		1	28	5		28:5	C36H66N2O8P	12	4	0	12:4	C24H52N2O7P	33.00	null	FTMS + p NSI d Full ms2 685.49131@cid33.00 [89.82275054563762-651.4802267151831]
15.53	File_271.2278212216179_15.53	271.2278212216179	FTMS	+	ms2	-FA 15:4(KE)	FA 15:4	PC 28:5	PC 13:1-15:4	PC	685.455131	cid			23.0	469.303716	469.3075527524572	-0.0	469.3075527524572	0.0038367524571754075	8.175347774978503	0.0	REJECT	+NH4+	11803300000000	Glycerophospholipid		1	28	5		28:5	C36H66N2O8P	15	4	0	15:4	C21H46N2O7P	33.00	null	FTMS + p NSI d Full ms2 685.49131@cid33.00 [89.82275054563762-651.4802267151831]
22.36	File_279.78373790809883_22.36	279.78373790809883	FTMS	+	ms2	-FA 11:0(KE)	FA 11:0	PC 26:2	PC 11:0-15:2	PC	663.470781	cid			3780.3704	495.319366	495.2651643993104	-0.0	495.2651643993104	-0.05420160068962332	-109.43955801002585	0.0	YES	+NH4+	11801000000000	Glycerophospholipid		1	26	2		26:2	C34H68N2O8P	11	0	0	11:0	C23H48N2O7P	33.00	null	FTMS + p NSI d Full ms2 663.45486@cid33.00 [327.08157902904463-664.4761943924192]
6.4	File_255.33046680172453_6.40	255.33046680172453	FTMS	+	ms2	-FA 9:2(KE)	FA 9:2	PC 27:5	PC 9:2-18:3	PC	654.412931	cid			398.0	518.324116	184.0710860145061	-0.0	184.0710860145061	-334.25302998549387	-1815891.0083202983	0.0	YES	+H+	11802000000000	Glycerophospholipid		1	27	5		27:5	C35H61NO8P	9	2	0	9:2	C26H49NO7P	33.00	null	FTMS + p NSI d Full ms2 654.43349@cid33.00 [50.348596294607425-1390.0607087654582]
17.88	File_285.4525717266352_17.88	285.4525717266352	FTMS	+	ms2	-FA 16:1(FA)	FA 16:1	PC 36:5	PC 16:1-20:4	PC	780.553782	cid			98.25336	526.329202	526.3281467178666	-0.0	526.3281467178666	-0.0010552821333931206	-2.004988978783981	0.0	|\|	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	16	1	0	16:1	C28H49NO6P	33.00	null	FTMS + p NSI d Full ms2 780.55467@cid33.00 [166.06412560366277-782.5769314693172]
17.88	File_285.4525717266352_17.88	285.4525717266352	FTMS	+	ms2	-FA 20:4(FA)	FA 20:4	PC 36:5	PC 16:1-20:4	PC	780.553782	cid			29981.912	476.313552	184.06900193773737	-0.0	184.06900193773737	-292.24455006226265	-1587690.19762011	0.0	YES	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	20	4	0	20:4	C24H47NO6P	33.00	null	FTMS + p NSI d Full ms2 780.55467@cid33.00 [166.06412560366277-782.5769314693172]
17.88	File_285.4525717266352_17.88	285.4525717266352	FTMS	+	ms2	-FA 16:1(KE)	FA 16:1	PC 36:5	PC 16:1-20:4	PC	780.553782	cid			29981.912	544.339766	184.06900193773737	-0.0	184.06900193773737	-360.2707640622627	-1957259.2901010395	0.0	YES	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	16	1	0	16:1	C28H51NO7P	33.00	null	FTMS + p NSI d Full ms2 780.55467@cid33.00 [166.06412560366277-782.5769314693172]
17.88	File_285.4525717266352_17.88	285.4525717266352	FTMS	+	ms2	-FA 20:4(KE)	FA 20:4	PC 36:5	PC 16:1-20:4	PC	780.553782	cid			29981.912	494.324116	184.06900193773737	-0.0	184.06900193773737	-310.25511406226263	-1685537.004037261	0.0	YES	+H+	11813700000000	Glycerophospholipid		1	36	5		36:5	C44H79NO8P	20	4	0	20:4	C24H49NO7P	33.00	null	FTMS + p NSI d Full ms2 780.55467@cid33.00 [166.06412560366277-782.5769314693172]
5.57	File_254.6196984275837_5.57	254.6196984275837	FTMS	+	ms2	-FA 23:5(KE)	FA 23:5	PC 32:5	PC 9:0-23:5	PC	724.491182	cid			364.12396	398.230216	397.2218348705171	-0.0	397.2218348705171	-1.0083811294828706	-2538.584339935829	0.0	YES	+H+	11808500000000	Glycerophospholipid		1	32	5		32:5	C40H71NO8P	23	5	0	23:5	C17H37NO7P	33.00	null	FTMS + p NSI d Full ms2 724.44945@cid33.00 [171.10229299318675-725.4134115861566]
20.67	File_280.24378103270703_20.67	280.24378103270703	FTMS	+	ms2	-FA 20:4(KE)	FA 20:4	PC 35:5	PC 15:1-20:4	PC	766.538132	cid			878.0	480.308466	339.2883517682952	-0.0	339.2883517682952	-141.02011423170484	-415635.0004258604	0.0	YES	+H+	11812400000000	Glycerophospholipid		1	35	5		35:5	C43H77NO8P	20	4	0	20:4	C23H47NO7P	33.00	null	FTMS + p NSI d Full ms2 766.53792@cid33.00 [60.77916781491967-1357.4696772041157]
22.0	File_283.6954938963828_22.00	283.6954938963828	FTMS	+	ms2	-FA 8:2(FA)	FA 8:2	PC 35:4	PC 8:2-27:2	PC	768.553782	cid			36.900284	628.470052	628.4661331711757	-0.0	628.4661331711757	-0.003918828824339471	-6.235544952224334	0.0	|/|	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	8	2	0	8:2	C35H67NO6P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
22.0	File_283.6954938963828_22.00	283.6954938963828	FTMS	+	ms2	-FA 8:3(FA)	FA 8:3	PC 35:4	PC 8:3-27:1	PC	768.553782	cid			10.547151	630.485702	630.4873890833263	-0.0	630.4873890833263	0.001687083326373795	2.6758399225505003	0.0	REJECT	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	8	3	0	8:3	C35H69NO6P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
22.0	File_283.6954938963828_22.00	283.6954938963828	FTMS	+	ms2	-FA 20:4(FA)	FA 20:4	PC 35:4	PC 15:0-20:4	PC	768.553782	cid			331.51923	464.313552	464.3158031163901	-0.0	464.3158031163901	0.002251116390084462	4.848244179878096	0.0	|/|	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	20	4	0	20:4	C23H47NO6P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
22.0	File_283.6954938963828_22.00	283.6954938963828	FTMS	+	ms2	-FA 18:0(FA)	FA 18:0	PC 35:4	PC 17:4-18:0	PC	768.553782	cid			14.7718315	484.282252	484.2851592748894	-0.0	484.2851592748894	0.0029072748893668177	6.0032293653594975	0.0	REJECT	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	18	0	0	18:0	C25H43NO6P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
22.0	File_283.6954938963828_22.00	283.6954938963828	FTMS	+	ms2	-FA 20:4(KE)	FA 20:4	PC 35:4	PC 15:0-20:4	PC	768.553782	cid			593.0307	482.324116	482.32517127316873	-0.0	482.32517127316873	0.001055273168731219	2.1878874078781108	0.0	YES	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	20	4	0	20:4	C23H49NO7P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
22.0	File_283.6954938963828_22.00	283.6954938963828	FTMS	+	ms2	-FA 18:0(KE)	FA 18:0	PC 35:4	PC 17:4-18:0	PC	768.553782	cid			101.45625	502.292816	502.2922857936446	-0.0	502.2922857936446	-5.302063553926928E-4	-1.0555733591547054	0.0	YES	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	18	0	0	18:0	C25H45NO7P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
22.0	File_326.69818729590634_22.00	326.69818729590634	FTMS	+	ms2	-FA 8:2(FA)	FA 8:2	PC 35:4	PC 8:2-27:2	PC	768.553782	cid			36.900284	628.470052	628.4661331711757	-0.0	628.4661331711757	-0.003918828824339471	-6.235544952224334	0.0	|/|	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	8	2	0	8:2	C35H67NO6P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
22.0	File_326.69818729590634_22.00	326.69818729590634	FTMS	+	ms2	-FA 8:3(FA)	FA 8:3	PC 35:4	PC 8:3-27:1	PC	768.553782	cid			10.547151	630.485702	630.4873890833263	-0.0	630.4873890833263	0.001687083326373795	2.6758399225505003	0.0	REJECT	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	8	3	0	8:3	C35H69NO6P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
22.0	File_326.69818729590634_22.00	326.69818729590634	FTMS	+	ms2	-FA 20:4(FA)	FA 20:4	PC 35:4	PC 15:0-20:4	PC	768.553782	cid			331.51923	464.313552	464.3158031163901	-0.0	464.3158031163901	0.002251116390084462	4.848244179878096	0.0	|/|	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	20	4	0	20:4	C23H47NO6P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
22.0	File_326.69818729590634_22.00	326.69818729590634	FTMS	+	ms2	-FA 18:0(FA)	FA 18:0	PC 35:4	PC 17:4-18:0	PC	768.553782	cid			14.7718315	484.282252	484.2851592748894	-0.0	484.2851592748894	0.0029072748893668177	6.0032293653594975	0.0	REJECT	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	18	0	0	18:0	C25H43NO6P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
22.0	File_326.69818729590634_22.00	326.69818729590634	FTMS	+	ms2	-FA 20:4(KE)	FA 20:4	PC 35:4	PC 15:0-20:4	PC	768.553782	cid			593.0307	482.324116	482.32517127316873	-0.0	482.32517127316873	0.001055273168731219	2.1878874078781108	0.0	YES	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	20	4	0	20:4	C23H49NO7P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
22.0	File_326.69818729590634_22.00	326.69818729590634	FTMS	+	ms2	-FA 18:0(KE)	FA 18:0	PC 35:4	PC 17:4-18:0	PC	768.553782	cid			101.45625	502.292816	502.2922857936446	-0.0	502.2922857936446	-5.302063553926928E-4	-1.0555733591547054	0.0	YES	+H+	11812500000000	Glycerophospholipid		1	35	4		35:4	C43H79NO8P	18	0	0	18:0	C25H45NO7P	33.00	null	FTMS + p NSI d Full ms2 768.55485@cid33.00 [147.1175753313621-768.5529683757666]
20.59	File_293.6176627749287_20.59	293.6176627749287	FTMS	+	ms2	-FA 18:1(KE)	FA 18:1	PC 38:4	PC 18:1-20:3	PC	810.600732	cid			91.0	546.355416	546.3514271202033	-0.0	546.3514271202033	-0.003988879796679612	-7.300941479561678	0.0	|/|	+H+	11816400000000	Glycerophospholipid		1	38	4		38:4	C46H85NO8P	18	1	0	18:1	C28H53NO7P	33.00	null	FTMS + p NSI d Full ms2 810.60061@cid33.00 [132.9028831662834-1046.769187774475]
20.59	File_293.6176627749287_20.59	293.6176627749287	FTMS	+	ms2	-FA 20:3(KE)	FA 20:3	PC 38:4	PC 18:1-20:3	PC	810.600732	cid			15214.0	522.355416	184.0728887847281	-0.0	184.0728887847281	-338.2825272152719	-1837763.993647597	0.0	YES	+H+	11816400000000	Glycerophospholipid		1	38	4		38:4	C46H85NO8P	20	3	0	20:3	C26H53NO7P	33.00	null	FTMS + p NSI d Full ms2 810.60061@cid33.00 [132.9028831662834-1046.769187774475]
20.59	File_293.6176627749287_20.59	293.6176627749287	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 38:4	PC 18:2-20:2	PC	810.600732	cid			92.0	548.371066	548.3680755854435	-0.0	548.3680755854435	-0.0029904145565069484	-5.453298048604216	0.0	YES	+H+	11816400000000	Glycerophospholipid		1	38	4		38:4	C46H85NO8P	18	2	0	18:2	C28H55NO7P	33.00	null	FTMS + p NSI d Full ms2 810.60061@cid33.00 [132.9028831662834-1046.769187774475]
15.75	File_386.846584548756_15.75	386.846584548756	FTMS	+	ms2	-FA 22:2(KE)	FA 22:2	PC 30:2	PC 8:0-22:2	PC	702.506832	cid			940.4517	384.214566	384.2109668542722	-0.0	384.2109668542722	-0.0035991457277759764	-9.367628824455446	0.0	YES	+H+	11806200000000	Glycerophospholipid		1	30	2		30:2	C38H73NO8P	22	2	0	22:2	C16H35NO7P	33.00	null	FTMS + p NSI d Full ms2 702.51573@cid33.00 [157.0866367575846-703.4700135090952]
15.75	File_386.846584548756_15.75	386.846584548756	FTMS	+	ms2	-FA 20:2(KE)	FA 20:2	PC 30:2	PC 10:0-20:2	PC	702.506832	cid			30.01512	412.245866	412.24239770230935	-0.0	412.24239770230935	-0.0034682976906310614	-8.41324839454191	0.0	|\|	+H+	11806200000000	Glycerophospholipid		1	30	2		30:2	C38H73NO8P	20	2	0	20:2	C18H39NO7P	33.00	null	FTMS + p NSI d Full ms2 702.51573@cid33.00 [157.0866367575846-703.4700135090952]
15.75	File_268.6491320665767_15.75	268.6491320665767	FTMS	+	ms2	-FA 22:2(KE)	FA 22:2	PC 30:2	PC 8:0-22:2	PC	702.506832	cid			940.4517	384.214566	384.2109668542722	-0.0	384.2109668542722	-0.0035991457277759764	-9.367628824455446	0.0	YES	+H+	11806200000000	Glycerophospholipid		1	30	2		30:2	C38H73NO8P	22	2	0	22:2	C16H35NO7P	33.00	null	FTMS + p NSI d Full ms2 702.51573@cid33.00 [157.0866367575846-703.4700135090952]
15.75	File_268.6491320665767_15.75	268.6491320665767	FTMS	+	ms2	-FA 20:2(KE)	FA 20:2	PC 30:2	PC 10:0-20:2	PC	702.506832	cid			30.01512	412.245866	412.24239770230935	-0.0	412.24239770230935	-0.0034682976906310614	-8.41324839454191	0.0	|\|	+H+	11806200000000	Glycerophospholipid		1	30	2		30:2	C38H73NO8P	20	2	0	20:2	C18H39NO7P	33.00	null	FTMS + p NSI d Full ms2 702.51573@cid33.00 [157.0866367575846-703.4700135090952]
9.33	File_254.05032648865452_9.33	254.05032648865452	FTMS	+	ms2	-FA 21:2(KE)	FA 21:2	PC 29:2	PC 8:0-21:2	PC	688.491182	cid			40.087822	384.214566	384.213883462676	-0.0	384.213883462676	-6.825373239962573E-4	-1.7764514854199995	0.0	|\|	+H+	11804900000000	Glycerophospholipid		1	29	2		29:2	C37H71NO8P	21	2	0	21:2	C16H35NO7P	33.00	null	FTMS + p NSI d Full ms2 688.46277@cid33.00 [157.08486838328764-653.4261839903654]
9.29	File_259.93622719060426_9.29	259.93622719060426	FTMS	+	ms2	-FA 12:6(FA)	FA 12:6	PC 28:6	PC 12:6-16:0	PC	666.412931	cid			561.6489	478.329201	185.07632446890236	-0.0	185.07632446890236	-293.2528765310976	-1584496.976437263	0.0	YES	+H+	11803200000000	Glycerophospholipid		1	28	6		28:6	C36H61NO8P	12	6	0	12:6	C24H49NO6P	33.00	null	FTMS + p NSI d Full ms2 666.43464@cid33.00 [184.0688917560353-667.4385078429848]
9.29	File_259.93622719060426_9.29	259.93622719060426	FTMS	+	ms2	-FA 12:6(KE)	FA 12:6	PC 28:6	PC 12:6-16:0	PC	666.412931	cid			561.6489	496.339766	185.07632446890236	-0.0	185.07632446890236	-311.26344153109767	-1681811.2334157468	0.0	YES	+H+	11803200000000	Glycerophospholipid		1	28	6		28:6	C36H61NO8P	12	6	0	12:6	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 666.43464@cid33.00 [184.0688917560353-667.4385078429848]
22.69	File_299.6291537618578_22.69	299.6291537618578	FTMS	+	ms2	-FA 20:3(KE)	FA 20:3	PC 39:3	PC 19:0-20:3	PC	826.632032	cid			146.38103	538.386716	511.39774929217543	-0.0	511.39774929217543	-26.988966707824545	-52774.90318481049	0.0	YES	+H+	11817800000000	Glycerophospholipid		1	39	3		39:3	C47H89NO8P	20	3	0	20:3	C27H57NO7P	33.00	null	FTMS + p NSI d Full ms2 826.63243@cid33.00 [162.95623459517105-827.6389403353046]
11.01	File_266.8334640186765_11.01	266.8334640186765	FTMS	+	ms2	-FA 14:3(FA)	FA 14:3	PC 32:3	PC 14:3-18:0	PC	728.522482	cid			56.824516	506.360502	506.357136063952	-0.0	506.357136063952	-0.00336593604799873	-6.647355805357147	0.0	REJECT	+H+	11808700000000	Glycerophospholipid		1	32	3		32:3	C40H75NO8P	14	3	0	14:3	C26H53NO6P	33.00	null	FTMS + p NSI d Full ms2 728.49374@cid33.00 [169.0848187732305-728.5010060822267]
11.01	File_266.8334640186765_11.01	266.8334640186765	FTMS	+	ms2	-FA 14:3(KE)	FA 14:3	PC 32:3	PC 14:3-18:0	PC	728.522482	cid			170.51387	524.371067	524.3681334875407	-0.0	524.3681334875407	-0.0029335124593217188	-5.594375920235857	0.0	REJECT	+H+	11808700000000	Glycerophospholipid		1	32	3		32:3	C40H75NO8P	14	3	0	14:3	C26H55NO7P	33.00	null	FTMS + p NSI d Full ms2 728.49374@cid33.00 [169.0848187732305-728.5010060822267]
12.8	File_266.19971336237325_12.80	266.19971336237325	FTMS	+	ms2	-FA 8:2(FA)	FA 8:2	PC 30:2	PC 8:2-22:0	PC	702.506832	cid			3355.6094	562.423102	411.20149742082026	-0.0	411.20149742082026	-151.2216045791797	-367755.48126085923	0.0	YES	+H+	11806200000000	Glycerophospholipid		1	30	2		30:2	C38H73NO8P	8	2	0	8:2	C30H61NO6P	33.00	null	FTMS + p NSI d Full ms2 702.47863@cid33.00 [139.0781819632242-703.4412792215273]
12.8	File_266.19971336237325_12.80	266.19971336237325	FTMS	+	ms2	-FA 21:0(KE)	FA 21:0	PC 30:2	PC 9:2-21:0	PC	702.506832	cid			105.90384	394.198916	394.1954278752695	-0.0	394.1954278752695	-0.0034881247304952012	-8.84871940117709	0.0	|\|	+H+	11806200000000	Glycerophospholipid		1	30	2		30:2	C38H73NO8P	21	0	0	21:0	C17H33NO7P	33.00	null	FTMS + p NSI d Full ms2 702.47863@cid33.00 [139.0781819632242-703.4412792215273]
14.92	File_263.3468383777452_14.92	263.3468383777452	FTMS	+	ms2	-FA 22:2(KE)	FA 22:2	PC 28:2	PC 6:0-22:2	PC	674.475532	cid			92.66454	356.183266	356.1794425910381	-0.0	356.1794425910381	-0.0038234089619209044	-10.734502064766572	0.0	|\|	+H+	11803600000000	Glycerophospholipid		1	28	2		28:2	C36H69NO8P	22	2	0	22:2	C14H31NO7P	33.00	null	FTMS + p NSI d Full ms2 674.48355@cid33.00 [157.0848533592801-675.4637267080979]
16.73	File_291.92960268051013_16.73	291.92960268051013	FTMS	+	ms2	-FA 23:6(KE)	FA 23:6	PC 39:6	PC 16:0-23:6	PC	820.585082	cid			54.0	496.339766	496.34347674954637	-0.0	496.34347674954637	0.0037107495463715168	7.4761726912832005	0.0	REJECT	+H+	11817500000000	Glycerophospholipid		1	39	6		39:6	C47H83NO8P	23	6	0	23:6	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 820.55025@cid33.00 [119.62069269691258-1405.5634723473968]
9.9	File_267.732279018424_9.90	267.732279018424	FTMS	+	ms2	-FA 15:2(KE)	FA 15:2	PC 31:2	PC 15:2-16:0	PC	716.522482	cid			127.0	496.339767	496.3419746923984	-0.0	496.3419746923984	0.0022076923984286623	4.447926048964227	0.0	YES	+H+	11807500000000	Glycerophospholipid		1	31	2		31:2	C39H75NO8P	15	2	0	15:2	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 716.51289@cid33.00 [81.84205270380883-1484.2622785440258]
16.3	File_285.4907932518218_16.30	285.4907932518218	FTMS	+	ms2	-FA 19:1(KE)	FA 19:1	PC 35:1	PC 16:0-19:1	PC	774.600732	cid			52.540565	496.339766	496.3387582917181	-0.0	496.3387582917181	-0.001007708281917985	-2.0302832794808956	0.0	YES	+H+	11812800000000	Glycerophospholipid		1	35	1		35:1	C43H85NO8P	19	1	0	19:1	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 774.56446@cid33.00 [184.07863841554877-775.6189589213768]
14.86	File_296.73308007669544_14.86	296.73308007669544	FTMS	+	ms2	-FA 22:6(FA)	FA 22:6	PC 40:6	PC 18:0-22:6	PC	834.600732	cid			82.16733	506.360502	506.3595532718586	-0.0	506.3595532718586	-9.487281413953497E-4	-1.8736254411812954	0.0	YES	+H+	11818800000000	Glycerophospholipid		1	40	6		40:6	C48H85NO8P	22	6	0	22:6	C26H53NO6P	33.00	null	FTMS + p NSI d Full ms2 834.58688@cid33.00 [184.07238712450115-834.5878682160592]
21.86	File_275.2111757217005_21.86	275.2111757217005	FTMS	+	ms2	-FA 15:1(FA)	FA 15:1	PC 32:4	PC 15:1-17:3	PC	726.506832	cid			321.0	486.297902	363.2939990242989	-0.0	363.2939990242989	-123.00390297570112	-338579.5066972026	0.0	YES	+H+	11808600000000	Glycerophospholipid		1	32	4		32:4	C40H73NO8P	15	1	0	15:1	C25H45NO6P	33.00	null	FTMS + p NSI d Full ms2 726.54416@cid33.00 [62.40538801270102-1408.256992024605]
19.18	File_285.51660642698204_19.18	285.51660642698204	FTMS	+	ms2	-FA 17:1(FA)	FA 17:1	PC 35:3	PC 17:1-18:2	PC	770.569432	cid			151.45912	502.329202	497.35057091665186	-0.0	497.35057091665186	-4.978631083348148	-10010.305354977643	0.0	YES	+H+	11812600000000	Glycerophospholipid		1	35	3		35:3	C43H81NO8P	17	1	0	17:1	C26H49NO6P	33.00	null	FTMS + p NSI d Full ms2 770.57023@cid33.00 [162.95654882666332-771.5795652966551]
19.18	File_285.51660642698204_19.18	285.51660642698204	FTMS	+	ms2	-FA 18:2(KE)	FA 18:2	PC 35:3	PC 17:1-18:2	PC	770.569432	cid			151.45912	508.339766	497.35057091665186	-0.0	497.35057091665186	-10.989195083348136	-22095.47093329818	0.0	YES	+H+	11812600000000	Glycerophospholipid		1	35	3		35:3	C43H81NO8P	18	2	0	18:2	C25H51NO7P	33.00	null	FTMS + p NSI d Full ms2 770.57023@cid33.00 [162.95654882666332-771.5795652966551]
18.82	File_289.64280454611384_18.82	289.64280454611384	FTMS	+	ms2	-FA 21:5(KE)	FA 21:5	PC 37:5	PC 16:0-21:5	PC	794.569432	cid			488.04825	496.339766	496.34372395996735	-0.0	496.34372395996735	0.003957959967351599	7.974231920923469	0.0	|\|	+H+	11815000000000	Glycerophospholipid		1	37	5		37:5	C45H81NO8P	21	5	0	21:5	C24H51NO7P	33.00	null	FTMS + p NSI d Full ms2 794.56965@cid33.00 [70.13322227236891-809.5639280561829]
22.23	File_298.01266889569575_22.23	298.01266889569575	FTMS	+	ms2	-FA 20:4(KE)	FA 20:4	PC 39:4	PC 19:0-20:4	PC	824.616382	cid			258.01324	538.386716	538.3899584341148	-0.0	538.3899584341148	0.003242434114781645	6.022463948272981	0.0	|/|	+H+	11817700000000	Glycerophospholipid		1	39	4		39:4	C47H87NO8P	20	4	0	20:4	C27H57NO7P	33.00	null	FTMS + p NSI d Full ms2 824.6164@cid33.00 [184.07313052812725-825.6455401712863]
