	RetentionTime	RAW_ID	Detector	Polarity	MS dimension	Fragment name	Structure information	Lipid species	Molecular lipid species	Lipid class	MS2 Precursor m/z	MS2 Activation	MS3 Precursor m/z	MS3 Activation	Intensity	Target m/z	Measured m/z	Applied m/z correction	Corrected measured m/z	m/z offset	ppmerror	Calibration m/z offset	Is apex	Adduct	Lipid ID	Lipid category	Conflicts	Charge	C index of lipid species	DB index of lipid species	OH index of lipid species	Sum composition of lipid species	Sum formula of lipid species	C index of structure information	DB index of structure information	OH index of structure information	Sum composition of structure information	Sum formula of structure information	MS2 collision energy	MS3 collision energy	Range ID
152387	16.341983333333	200422_M126_PM_TC_pos_Blank1-Blank1_16.341983333333	FTMS	+	ms			PC 36:2		PC					116.0	786.600732	786.59607	-0.0	786.59607	-0.004661999999939326	-5.926803066711643	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
152815	16.362316666667	200422_M126_PM_TC_pos_Blank1-Blank1_16.362316666667	FTMS	+	ms			PC 36:2		PC					101.0	786.600732	786.59937	-0.0	786.59937	-0.0013619999999718855	-1.731504056470177	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
153255	16.382633333333	200422_M126_PM_TC_pos_Blank1-Blank1_16.382633333333	FTMS	+	ms			PC 36:2		PC					123.0	786.600732	786.5964	-0.0	786.5964	-0.004331999999976689	-5.507271581686221	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
153693	16.402766666667	200422_M126_PM_TC_pos_Blank1-Blank1_16.402766666667	FTMS	+	ms			PC 36:2		PC					148.0	786.600732	786.60693	-0.0	786.60693	0.006198000000040338	7.879411893867168	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
154150	16.423133333333002	200422_M126_PM_TC_pos_Blank1-Blank1_16.423133333333	FTMS	+	ms			PC 36:2		PC					124.0	786.600732	786.5948	-0.0	786.5948	-0.005932000000029802	-7.541366914744164	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
154592	16.443483333333003	200422_M126_PM_TC_pos_Blank1-Blank1_16.443483333333	FTMS	+	ms			PC 36:2		PC					129.0	786.600732	786.60474	-0.0	786.60474	0.0040079999999989005	5.095316359266919	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
155482	16.484116666667	200422_M126_PM_TC_pos_Blank1-Blank1_16.484116666667	FTMS	+	ms			PC 36:2		PC					138.0	786.600732	786.5999	-0.0	786.5999	-0.000831999999945765	-1.0577168900552427	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
156810	16.544966666666998	200422_M126_PM_TC_pos_Blank1-Blank1_16.544966666667	FTMS	+	ms			PC 36:2		PC					127.0	786.600732	786.5957	-0.0	786.5957	-0.005032000000028347	-6.397187271718301	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
157246	16.565283333333	200422_M126_PM_TC_pos_Blank1-Blank1_16.565283333333	FTMS	+	ms			PC 36:2		PC					105.0	786.600732	786.6015	-0.0	786.6015	0.0007679999999936626	0.9763520664449058	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
158589	16.6257	200422_M126_PM_TC_pos_Blank1-Blank1_16.6257	FTMS	+	ms			PC 36:2		PC					141.0	786.600732	786.6032	-0.0	786.6032	0.002468000000021675	3.13754126606868	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
159039	16.64595	200422_M126_PM_TC_pos_Blank1-Blank1_16.64595	FTMS	+	ms			PC 36:2		PC					164.0	786.600732	786.5983	-0.0	786.5983	-0.0024319999999988795	-3.0917941215978724	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
159487	16.666333333333	200422_M126_PM_TC_pos_Blank1-Blank1_16.666333333333	FTMS	+	ms			PC 36:2		PC					148.0	786.600732	786.6031	-0.0	786.6031	0.002368000000046777	3.0104127482421275	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
160355	16.707	200422_M126_PM_TC_pos_Blank1-Blank1_16.707	FTMS	+	ms			PC 36:2		PC					104.0	786.600732	786.60693	-0.0	786.60693	0.006198000000040338	7.879411893867168	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
160785	16.727283333333002	200422_M126_PM_TC_pos_Blank1-Blank1_16.727283333333	FTMS	+	ms			PC 36:2		PC					104.0	786.600732	786.59985	-0.0	786.59985	-0.0008820000000469008	-1.1212816784123476	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
161679	16.76765	200422_M126_PM_TC_pos_Blank1-Blank1_16.76765	FTMS	+	ms			PC 36:2		PC					123.0	786.600732	786.5989400000001	-0.0	786.5989400000001	-0.0017920000000231087	-2.2781622360476463	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
162555	16.808316666667	200422_M126_PM_TC_pos_Blank1-Blank1_16.808316666667	FTMS	+	ms			PC 36:2		PC					119.0	786.600732	786.60693	-0.0	786.60693	0.006198000000040338	7.879411893867168	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
163000	16.82865	200422_M126_PM_TC_pos_Blank1-Blank1_16.82865	FTMS	+	ms			PC 36:2		PC					125.0	786.600732	786.6033	-0.0	786.6033	0.002567999999996573	3.2646697515718186	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
163434	16.848983333333003	200422_M126_PM_TC_pos_Blank1-Blank1_16.848983333333	FTMS	+	ms			PC 36:2		PC					105.0	786.600732	786.607	-0.0	786.607	0.006267999999977293	7.9684009930973065	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
163873	16.869216666667	200422_M126_PM_TC_pos_Blank1-Blank1_16.869216666667	FTMS	+	ms			PC 36:2		PC					105.0	786.600732	786.6077	-0.0	786.6077	0.006968000000028951	8.858291115163189	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
164315	16.8894	200422_M126_PM_TC_pos_Blank1-Blank1_16.8894	FTMS	+	ms			PC 36:2		PC					124.0	786.600732	786.6029	-0.0	786.6029	0.0021679999999832944	2.756155615474205	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
166028	16.970533333333	200422_M126_PM_TC_pos_Blank1-Blank1_16.970533333333	FTMS	+	ms			PC 36:2		PC					131.0	786.600732	786.6053	-0.0	786.6053	0.004568000000062965	5.807232674459435	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
166889	17.011133333333	200422_M126_PM_TC_pos_Blank1-Blank1_17.011133333333	FTMS	+	ms			PC 36:2		PC					147.0	786.600732	786.6012599999999	-0.0	786.6012599999999	0.0005280000000311702	0.6712422505287751	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
167319	17.03145	200422_M126_PM_TC_pos_Blank1-Blank1_17.03145	FTMS	+	ms			PC 36:2		PC					111.0	786.600732	786.60474	-0.0	786.60474	0.0040079999999989005	5.095316359266919	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
168172	17.07195	200422_M126_PM_TC_pos_Blank1-Blank1_17.07195	FTMS	+	ms			PC 36:2		PC					120.0	786.600732	786.60614	-0.0	786.60614	0.005407999999988533	6.875105246430612	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
168600	17.092166666666998	200422_M126_PM_TC_pos_Blank1-Blank1_17.092166666667	FTMS	+	ms			PC 36:2		PC					104.0	786.600732	786.59454	-0.0	786.59454	-0.0061919999999418	-7.871908187847071	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
171708	17.234216666667	200422_M126_PM_TC_pos_Blank1-Blank1_17.234216666667	FTMS	+	ms			PC 36:2		PC					121.0	786.600732	786.6029	-0.0	786.6029	0.0021679999999832944	2.756155615474205	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
172591	17.274783333333	200422_M126_PM_TC_pos_Blank1-Blank1_17.274783333333	FTMS	+	ms			PC 36:2		PC					107.0	786.600732	786.60187	-0.0	786.60187	0.0011379999999689974	1.4467293345857382	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
173030	17.295183333333	200422_M126_PM_TC_pos_Blank1-Blank1_17.295183333333	FTMS	+	ms			PC 36:2		PC					125.0	786.600732	786.5989	-0.0	786.5989	-0.001832000000035805	-2.3290141901238424	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
173467	17.315466666667	200422_M126_PM_TC_pos_Blank1-Blank1_17.315466666667	FTMS	+	ms			PC 36:2		PC					120.0	786.600732	786.60547	-0.0	786.60547	0.004737999999974818	6.023349926583676	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
174313	17.355966666666998	200422_M126_PM_TC_pos_Blank1-Blank1_17.355966666667	FTMS	+	ms			PC 36:2		PC					151.0	786.600732	786.6024	-0.0	786.6024	0.0016679999999951178	2.1205122181105955	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
176464	17.45735	200422_M126_PM_TC_pos_Blank1-Blank1_17.45735	FTMS	+	ms			PC 36:2		PC					104.0	786.600732	786.5952	-0.0	786.5952	-0.005532000000016525	-7.032842305694878	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
177753	17.518283333333002	200422_M126_PM_TC_pos_Blank1-Blank1_17.518283333333	FTMS	+	ms			PC 36:2		PC					100.0	786.600732	786.5986	-0.0	786.5986	-0.002131999999960499	-2.7104040103306803	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
178189	17.538533333333	200422_M126_PM_TC_pos_Blank1-Blank1_17.538533333333	FTMS	+	ms			PC 36:2		PC					116.0	786.600732	786.5985	-0.0	786.5985	-0.002232000000049084	-2.8375340151921007	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
178621	17.558833333333002	200422_M126_PM_TC_pos_Blank1-Blank1_17.558833333333	FTMS	+	ms			PC 36:2		PC					137.0	786.600732	786.6052	-0.0	786.6052	0.004467999999974381	5.6801048352774455	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
180767	17.660416666667	200422_M126_PM_TC_pos_Blank1-Blank1_17.660416666667	FTMS	+	ms			PC 36:2		PC					101.0	786.600732	786.6024	-0.0	786.6024	0.0016679999999951178	2.1205122181105955	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
182461	17.741716666667	200422_M126_PM_TC_pos_Blank1-Blank1_17.741716666667	FTMS	+	ms			PC 36:2		PC					108.0	786.600732	786.6027	-0.0	786.6027	0.0019680000000334985	2.5018983535570096	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
184118	17.82285	200422_M126_PM_TC_pos_Blank1-Blank1_17.82285	FTMS	+	ms			PC 36:2		PC					102.0	786.600732	786.6075	-0.0	786.6075	0.006767999999965468	8.604036956125475	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
184938	17.8633	200422_M126_PM_TC_pos_Blank1-Blank1_17.8633	FTMS	+	ms			PC 36:2		PC					113.0	786.600732	786.60376	-0.0	786.60376	0.003027999999972053	3.849460368676668	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
186596	17.944466666666997	200422_M126_PM_TC_pos_Blank1-Blank1_17.944466666667	FTMS	+	ms			PC 36:2		PC					111.0	786.600732	786.6061	-0.0	786.6061	0.0053679999999758365	6.824254223271135	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
187028	17.96465	200422_M126_PM_TC_pos_Blank1-Blank1_17.96465	FTMS	+	ms			PC 36:2		PC					124.0	786.600732	786.60736	-0.0	786.60736	0.006627999999977874	8.42605896794288	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
187433	17.984983333333002	200422_M126_PM_TC_pos_Blank1-Blank1_17.984983333333	FTMS	+	ms			PC 36:2		PC					147.0	786.600732	786.59937	-0.0	786.59937	-0.0013619999999718855	-1.731504056470177	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
187859	18.0053	200422_M126_PM_TC_pos_Blank1-Blank1_18.0053	FTMS	+	ms			PC 36:2		PC					101.0	786.600732	786.6002	-0.0	786.6002	-0.0005320000000210712	-0.6763283304797929	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
188286	18.025566666667	200422_M126_PM_TC_pos_Blank1-Blank1_18.025566666667	FTMS	+	ms			PC 36:2		PC					163.0	786.600732	786.6027	-0.0	786.6027	0.0019680000000334985	2.5018983535570096	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
188712	18.045883333333002	200422_M126_PM_TC_pos_Blank1-Blank1_18.045883333333	FTMS	+	ms			PC 36:2		PC					148.0	786.600732	786.6034	-0.0	786.6034	0.002667999999971471	3.3917982047515567	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
189129	18.066183333333	200422_M126_PM_TC_pos_Blank1-Blank1_18.066183333333	FTMS	+	ms			PC 36:2		PC					150.0	786.600732	786.6034	-0.0	786.6034	0.002667999999971471	3.3917982047515567	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
189551	18.086466666667	200422_M126_PM_TC_pos_Blank1-Blank1_18.086466666667	FTMS	+	ms			PC 36:2		PC					130.0	786.600732	786.6022	-0.0	786.6022	0.0014680000000453222	1.8662546329584664	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
189975	18.1068	200422_M126_PM_TC_pos_Blank1-Blank1_18.1068	FTMS	+	ms			PC 36:2		PC					174.0	786.600732	786.6062	-0.0	786.6062	0.005467999999950735	6.9513817714006505	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
190770	18.14735	200422_M126_PM_TC_pos_Blank1-Blank1_18.14735	FTMS	+	ms			PC 36:2		PC					118.0	786.600732	786.5947	-0.0	786.5947	-0.0060320000000047	-7.668498147781444	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
198964	18.6027	200422_M126_PM_TC_pos_Blank1-Blank1_18.6027	FTMS	+	ms			PC 36:2		PC					123.0	786.600732	786.6018	-0.0	786.6018	0.001068000000032043	1.3577390746271407	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
202262	18.765383333333002	200422_M126_PM_TC_pos_Blank1-Blank1_18.765383333333	FTMS	+	ms			PC 36:2		PC					111.0	786.600732	786.6062599999999	-0.0	786.6062599999999	0.005528000000026623	7.02765828487892	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
202665	18.785633333333003	200422_M126_PM_TC_pos_Blank1-Blank1_18.785633333333	FTMS	+	ms			PC 36:2		PC					105.0	786.600732	786.6017	-0.0	786.6017	0.0009680000000571453	1.230610104271508	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
225640	19.98055	200422_M126_PM_TC_pos_Blank1-Blank1_19.98055	FTMS	+	ms			PC 36:2		PC					158.0	786.600732	786.59717	-0.0	786.59717	-0.003561999999988075	-4.528366152128509	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
236621	20.02115	200422_M126_PM_TC_pos_Blank1-Blank1_20.02115	FTMS	+	ms			PC 36:2		PC					177.0	786.600732	786.6003	-0.0	786.6003	-0.00043200000004617317	-0.5491988752688923	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
237347	20.064116666666997	200422_M126_PM_TC_pos_Blank1-Blank1_20.064116666667	FTMS	+	ms			PC 36:2		PC					190.0	786.600732	786.60425	-0.0	786.60425	0.0035179999999854768	4.472388752012817	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
530900	14.616383333333001	200422_M126_PM_TC_pos_Blank2-Blank2_14.616383333333	FTMS	+	ms			PC 36:2		PC					149.0	786.600732	786.6031	-0.0	786.6031	0.002368000000046777	3.0104127482421275	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
531283	14.635983333333002	200422_M126_PM_TC_pos_Blank2-Blank2_14.635983333333	FTMS	+	ms			PC 36:2		PC					561.0	786.600732	786.5965	-0.0	786.5965	-0.00423200000000179	-5.380140898162897	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
531665	14.655566666667	200422_M126_PM_TC_pos_Blank2-Blank2_14.655566666667	FTMS	+	ms			PC 36:2		PC					1177.0	786.600732	786.5996	-0.0	786.5996	-0.0011319999999841455	-1.4391057406896033	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
532053	14.675183333333	200422_M126_PM_TC_pos_Blank2-Blank2_14.675183333333	FTMS	+	ms			PC 36:2		PC					2042.0	786.600732	786.5980000000001	-0.0	786.5980000000001	-0.00273200000003726	-3.4731845237812204	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
532421	14.694816666666998	200422_M126_PM_TC_pos_Blank2-Blank2_14.694816666667	FTMS	+	ms			PC 36:2		PC					3024.0	786.600732	786.6013	-0.0	786.6013	0.0005680000000438667	0.7220938994683415	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
532809	14.714383333333002	200422_M126_PM_TC_pos_Blank2-Blank2_14.714383333333	FTMS	+	ms			PC 36:2		PC					4004.0	786.600732	786.59937	-0.0	786.59937	-0.0013619999999718855	-1.731504056470177	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
533185	14.73405	200422_M126_PM_TC_pos_Blank2-Blank2_14.73405	FTMS	+	ms			PC 36:2		PC					4779.0	786.600732	786.5994	-0.0	786.5994	-0.0013320000000476284	-1.693365136113285	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
533551	14.75365	200422_M126_PM_TC_pos_Blank2-Blank2_14.75365	FTMS	+	ms			PC 36:2		PC					4492.0	786.600732	786.5995	-0.0	786.5995	-0.0012319999999590436	-1.5662354221672443	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
533918	14.773166666666999	200422_M126_PM_TC_pos_Blank2-Blank2_14.773166666667	FTMS	+	ms			PC 36:2		PC					4070.0	786.600732	786.6003400000001	-0.0	786.6003400000001	-0.00039200000003347674	-0.4983471022062826	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
534313	14.792733333333	200422_M126_PM_TC_pos_Blank2-Blank2_14.792733333333	FTMS	+	ms			PC 36:2		PC					3210.0	786.600732	786.5953400000001	-0.0	786.5953400000001	-0.005392000000028929	-6.85485881473558	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
534690	14.81235	200422_M126_PM_TC_pos_Blank2-Blank2_14.81235	FTMS	+	ms			PC 36:2		PC					2993.0	786.600732	786.5999	-0.0	786.5999	-0.000831999999945765	-1.0577168900552427	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
535071	14.831916666666999	200422_M126_PM_TC_pos_Blank2-Blank2_14.831916666667	FTMS	+	ms			PC 36:2		PC					2292.0	786.600732	786.5984	-0.0	786.5984	-0.0023320000000239816	-2.964664052232984	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
535454	14.8515	200422_M126_PM_TC_pos_Blank2-Blank2_14.8515	FTMS	+	ms			PC 36:2		PC					1448.0	786.600732	786.5995	-0.0	786.5995	-0.0012319999999590436	-1.5662354221672443	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
535828	14.871016666666998	200422_M126_PM_TC_pos_Blank2-Blank2_14.871016666667	FTMS	+	ms			PC 36:2		PC					1206.0	786.600732	786.5942	-0.0	786.5942	-0.006531999999992878	-8.304154797979537	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
536219	14.890566666666999	200422_M126_PM_TC_pos_Blank2-Blank2_14.890566666667	FTMS	+	ms			PC 36:2		PC					1060.0	786.600732	786.5988	-0.0	786.5988	-0.0019320000000107032	-2.4561440978688283	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
536586	14.910166666667	200422_M126_PM_TC_pos_Blank2-Blank2_14.910166666667	FTMS	+	ms			PC 36:2		PC					816.0	786.600732	786.5982700000001	-0.0	786.5982700000001	-0.0024620000000368236	-3.129933148768333	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
536961	14.929683333333001	200422_M126_PM_TC_pos_Blank2-Blank2_14.929683333333	FTMS	+	ms			PC 36:2		PC					766.0	786.600732	786.5987	-0.0	786.5987	-0.0020319999999856013	-2.5832740379377706	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
537333	14.94935	200422_M126_PM_TC_pos_Blank2-Blank2_14.94935	FTMS	+	ms			PC 36:2		PC					612.0	786.600732	786.59753	-0.0	786.59753	-0.003201999999987493	-4.070696738632644	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
537733	14.969016666666999	200422_M126_PM_TC_pos_Blank2-Blank2_14.969016666667	FTMS	+	ms			PC 36:2		PC					508.0	786.600732	786.60596	-0.0	786.60596	0.005227999999988242	6.6462756015581705	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
538115	14.98865	200422_M126_PM_TC_pos_Blank2-Blank2_14.98865	FTMS	+	ms			PC 36:2		PC					531.0	786.600732	786.5989400000001	-0.0	786.5989400000001	-0.0017920000000231087	-2.2781622360476463	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
538499	15.00825	200422_M126_PM_TC_pos_Blank2-Blank2_15.00825	FTMS	+	ms			PC 36:2		PC					497.0	786.600732	786.6002	-0.0	786.6002	-0.0005320000000210712	-0.6763283304797929	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
538862	15.027883333333001	200422_M126_PM_TC_pos_Blank2-Blank2_15.027883333333	FTMS	+	ms			PC 36:2		PC					510.0	786.600732	786.5991	-0.0	786.5991	-0.0016319999999723225	-2.0747544714611577	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
539236	15.0475	200422_M126_PM_TC_pos_Blank2-Blank2_15.0475	FTMS	+	ms			PC 36:2		PC					386.0	786.600732	786.5946	-0.0	786.5946	-0.006131999999979597	-7.795629413143184	0.0	YES	+H+	11814000000000	Glycerophospholipid		1	36	2		36:2	C44H85NO8P								FTMS + p ESI Full ms [100.0000-2000.0000]
